,path,name,workzone,tod
34,data/Delivery_1_Workzone/Day/Batch 1.2/Images/501_7f5c40a4a4277bf6e6bfad7679968e3208671eabe5e9199811d836e8e6a4e0821ecdf02f9810c3be2f9435b6d3dd1966ad34864e82de871f6525cb7c5ccceb7f_44.jpg,7f5c40a4a4277bf6e6bfad7679968e3208671eabe5e9199811d836e8e6a4e0821ecdf02f9810c3be2f9435b6d3dd1966ad34864e82de871f6525cb7c5ccceb7f,1,1
35,data/Delivery_1_Workzone/Day/Batch 1.2/Images/828_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng025_0.jpg,68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954,1,1
36,data/Delivery_1_Workzone/Day/Batch 1.2/Images/636_6885be5a79f2d9de9304e34396b448fe14a56216b5dc25222a8708ff40f9bd82d5d7fa3ad93e335a839f053366c87f46485e0689805032bf8773d4096530899e_0.jpg,6885be5a79f2d9de9304e34396b448fe14a56216b5dc25222a8708ff40f9bd82d5d7fa3ad93e335a839f053366c87f46485e0689805032bf8773d4096530899e,1,1
38,data/Delivery_1_Workzone/Day/Batch 1.2/Images/667_bf1de963ecf6d43c875a90d3a0ac29acfdff90c3bfb037390b4ab221ee9ed082a1655c6d3cde692a4d3169437b2cab37bd025356f46357c43e9ee659d2afda8c_65.jpg,bf1de963ecf6d43c875a90d3a0ac29acfdff90c3bfb037390b4ab221ee9ed082a1655c6d3cde692a4d3169437b2cab37bd025356f46357c43e9ee659d2afda8c,1,1
39,data/Delivery_1_Workzone/Day/Batch 1.2/Images/939_4e5d096da69359bbbf0059995354f0d334fbc8b63292fef85b33ffd01f4061ef51c72c289ea8b377aefb870b331112ebbf7ea3c12ea9a5a889e3ac65106ca4a1_36.jpg,4e5d096da69359bbbf0059995354f0d334fbc8b63292fef85b33ffd01f4061ef51c72c289ea8b377aefb870b331112ebbf7ea3c12ea9a5a889e3ac65106ca4a1,1,1
40,data/Delivery_1_Workzone/Day/Batch 1.2/Images/752_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_nf032_27.jpg,68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954,1,1
42,data/Delivery_1_Workzone/Day/Batch 1.2/Images/875_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng036_63.jpg,68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954,1,1
43,data/Delivery_1_Workzone/Day/Batch 1.2/Images/778_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_nf040_75.jpg,68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954,1,1
44,data/Delivery_1_Workzone/Day/Batch 1.2/Images/809_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng015_66.jpg,68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954,1,1
45,data/Delivery_1_Workzone/Day/Batch 1.2/Images/642_e8a6b9c0290fa5ab353ae603be8b83b22b8716e92f50d2bac406247a1b7c9dbd1002164e100ce4707ecd207ffb74881010706138167182e1ca6d9c9ca0cf51cf_24.jpg,e8a6b9c0290fa5ab353ae603be8b83b22b8716e92f50d2bac406247a1b7c9dbd1002164e100ce4707ecd207ffb74881010706138167182e1ca6d9c9ca0cf51cf,1,1
46,data/Delivery_1_Workzone/Day/Batch 1.2/Images/804_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng008_22.jpg,68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954,1,1
47,data/Delivery_1_Workzone/Day/Batch 1.2/Images/813_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng019_50.jpg,68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954,1,1
49,data/Delivery_1_Workzone/Day/Batch 1.2/Images/505_7f5c40a4a4277bf6e6bfad7679968e3208671eabe5e9199811d836e8e6a4e0821ecdf02f9810c3be2f9435b6d3dd1966ad34864e82de871f6525cb7c5ccceb7f_99.jpg,7f5c40a4a4277bf6e6bfad7679968e3208671eabe5e9199811d836e8e6a4e0821ecdf02f9810c3be2f9435b6d3dd1966ad34864e82de871f6525cb7c5ccceb7f,1,1
50,data/Delivery_1_Workzone/Day/Batch 1.2/Images/786_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_nf043_11.jpg,68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954,1,1
51,data/Delivery_1_Workzone/Day/Batch 1.2/Images/905_cd6f6a56a7c34bb70361f100f7b846e4b492dafb7fae1ab6be212ef9be6308d810b47788cc14794e4ef113b194db8dbcf4e2e9c2cc8e7bff48ccb38e55bda2b1_1.jpg,cd6f6a56a7c34bb70361f100f7b846e4b492dafb7fae1ab6be212ef9be6308d810b47788cc14794e4ef113b194db8dbcf4e2e9c2cc8e7bff48ccb38e55bda2b1,1,1
52,data/Delivery_1_Workzone/Day/Batch 1.2/Images/587_241dbe6892317a443d112ba7f3fd8e23c26e355e9c2cbce3c095185dfe815b86afa6e3d35cb79d49a33c020b849764d1064744f4f3a6070a279959af142c057b_41.jpg,241dbe6892317a443d112ba7f3fd8e23c26e355e9c2cbce3c095185dfe815b86afa6e3d35cb79d49a33c020b849764d1064744f4f3a6070a279959af142c057b,1,1
53,data/Delivery_1_Workzone/Day/Batch 1.2/Images/741_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_nf028_22.jpg,68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954,1,1
54,data/Delivery_1_Workzone/Day/Batch 1.2/Images/532_f5df69c25586a13fdb7352e53f1f12862dd53e736c0e738cc34dbced28ab7e542c53e62731493dacc8d0a519df17e644d65f6edc4c5080f869ec9819f3cb69d0_76.jpg,f5df69c25586a13fdb7352e53f1f12862dd53e736c0e738cc34dbced28ab7e542c53e62731493dacc8d0a519df17e644d65f6edc4c5080f869ec9819f3cb69d0,1,1
55,data/Delivery_1_Workzone/Day/Batch 1.2/Images/585_241dbe6892317a443d112ba7f3fd8e23c26e355e9c2cbce3c095185dfe815b86afa6e3d35cb79d49a33c020b849764d1064744f4f3a6070a279959af142c057b_18.jpg,241dbe6892317a443d112ba7f3fd8e23c26e355e9c2cbce3c095185dfe815b86afa6e3d35cb79d49a33c020b849764d1064744f4f3a6070a279959af142c057b,1,1
56,data/Delivery_1_Workzone/Day/Batch 1.2/Images/641_e8a6b9c0290fa5ab353ae603be8b83b22b8716e92f50d2bac406247a1b7c9dbd1002164e100ce4707ecd207ffb74881010706138167182e1ca6d9c9ca0cf51cf_0.jpg,e8a6b9c0290fa5ab353ae603be8b83b22b8716e92f50d2bac406247a1b7c9dbd1002164e100ce4707ecd207ffb74881010706138167182e1ca6d9c9ca0cf51cf,1,1
58,data/Delivery_1_Workzone/Day/Batch 1.2/Images/787_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_nf043_27.jpg,68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954,1,1
59,data/Delivery_1_Workzone/Day/Batch 1.2/Images/537_ba93a13edc01bc6a287b3e736bcbe74958aeb10dc9d0c1172fd640d52782e48cb233e652e9317493c62404c5f9e13701d2fd6a439544572c04c52d18a6074bab_40.jpg,ba93a13edc01bc6a287b3e736bcbe74958aeb10dc9d0c1172fd640d52782e48cb233e652e9317493c62404c5f9e13701d2fd6a439544572c04c52d18a6074bab,1,1
60,data/Delivery_1_Workzone/Day/Batch 1.2/Images/803_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng008_14.jpg,68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954,1,1
61,data/Delivery_1_Workzone/Day/Batch 1.2/Images/522_75c8e2342a07872046067a23f6be1935a431b0abab76045a7ea7f05d402b0a04e0cead6c5ee916b196606edb8e6c54a4d7ce37dd649750b35acea0fb23bbb9df_61.jpg,75c8e2342a07872046067a23f6be1935a431b0abab76045a7ea7f05d402b0a04e0cead6c5ee916b196606edb8e6c54a4d7ce37dd649750b35acea0fb23bbb9df,1,1
62,data/Delivery_1_Workzone/Day/Batch 1.2/Images/731_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_nf022_26.jpg,68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954,1,1
63,data/Delivery_1_Workzone/Day/Batch 1.2/Images/536_ba93a13edc01bc6a287b3e736bcbe74958aeb10dc9d0c1172fd640d52782e48cb233e652e9317493c62404c5f9e13701d2fd6a439544572c04c52d18a6074bab_110.jpg,ba93a13edc01bc6a287b3e736bcbe74958aeb10dc9d0c1172fd640d52782e48cb233e652e9317493c62404c5f9e13701d2fd6a439544572c04c52d18a6074bab,1,1
64,data/Delivery_1_Workzone/Day/Batch 1.2/Images/571_5ba4ae3c9b9b3817dc6fe71941e36d1a47bf1066ba2da6b0d1331835ff737f1547c4fd954b78046c32a2619de6753bffb21c855ea378fb64ecd89a0e95a426ce_68.jpg,5ba4ae3c9b9b3817dc6fe71941e36d1a47bf1066ba2da6b0d1331835ff737f1547c4fd954b78046c32a2619de6753bffb21c855ea378fb64ecd89a0e95a426ce,1,1
65,data/Delivery_1_Workzone/Day/Batch 1.2/Images/664_bf1de963ecf6d43c875a90d3a0ac29acfdff90c3bfb037390b4ab221ee9ed082a1655c6d3cde692a4d3169437b2cab37bd025356f46357c43e9ee659d2afda8c_2.jpg,bf1de963ecf6d43c875a90d3a0ac29acfdff90c3bfb037390b4ab221ee9ed082a1655c6d3cde692a4d3169437b2cab37bd025356f46357c43e9ee659d2afda8c,1,1
66,data/Delivery_1_Workzone/Day/Batch 1.2/Images/749_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_nf030_65.jpg,68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954,1,1
67,data/Delivery_1_Workzone/Day/Batch 1.2/Images/925_c6549f0a5ae74bb4d2bd7d4d509712ad21871a7b3b68d051eea61ce5d05d86c7846dabffc1126ec05185d531e876f71406193476c430f0c6795a8cf8c5219bff_65.jpg,c6549f0a5ae74bb4d2bd7d4d509712ad21871a7b3b68d051eea61ce5d05d86c7846dabffc1126ec05185d531e876f71406193476c430f0c6795a8cf8c5219bff,1,1
70,data/Delivery_1_Workzone/Day/Batch 1.2/Images/850_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng029_34.jpg,68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954,1,1
71,data/Delivery_1_Workzone/Day/Batch 1.2/Images/654_3e0618c9b6bb17a68b3d3ccc0f89190d497968c4f5d656c8b5ade36708025bdd811e397e2d760b2ab5a311c289650c87f81f096f19b1810addb0184bc7f99e44_21.jpg,3e0618c9b6bb17a68b3d3ccc0f89190d497968c4f5d656c8b5ade36708025bdd811e397e2d760b2ab5a311c289650c87f81f096f19b1810addb0184bc7f99e44,1,1
72,data/Delivery_1_Workzone/Day/Batch 1.2/Images/719_2b285c77f2d29c120a3e3dd47046c9f7edbd9b5eae8b95bf529834f50c0b99c9e52ed2d1ef346224500c8496b5ec7b79a8e292a033b538c8eb575582b461be60_66.jpg,2b285c77f2d29c120a3e3dd47046c9f7edbd9b5eae8b95bf529834f50c0b99c9e52ed2d1ef346224500c8496b5ec7b79a8e292a033b538c8eb575582b461be60,1,1
73,data/Delivery_1_Workzone/Day/Batch 1.2/Images/555_f0b549ec6900c651d8b1e106fcb7a2ab8549d7835e1f0895ec303d7b6fe450123471298b1812871284726642a3c91f1af0c012f05c22a3112584465e2a643e65_29.jpg,f0b549ec6900c651d8b1e106fcb7a2ab8549d7835e1f0895ec303d7b6fe450123471298b1812871284726642a3c91f1af0c012f05c22a3112584465e2a643e65,1,1
74,data/Delivery_1_Workzone/Day/Batch 1.2/Images/631_04810cfd2e2f3f1d15f8b03b2639dcd3530108620d69955e4ac3357174bc60d5a87b6ae922ff0d05f05b3b0125a9a055c172c7aa1f11e230075175820ee0f48a_77.jpg,04810cfd2e2f3f1d15f8b03b2639dcd3530108620d69955e4ac3357174bc60d5a87b6ae922ff0d05f05b3b0125a9a055c172c7aa1f11e230075175820ee0f48a,1,1
75,data/Delivery_1_Workzone/Day/Batch 1.2/Images/859_68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954_ng031_14.jpg,68b6ac79237bd5c3c95f07e70fc774b5f86cc1986386217c268e1616ff57117811c88ef54bb5ce20bc1c8029c99b18267c8711afe5626d512377b1a3e79a6954,1,1
