,name,path,barricade
10,511_5340d743f85a1d7adca9b510d713f3746a833f9ddeb508a3830016337a434eda72fb8223945ee4cdead3ca5283ae71005edc6425a18ebcc9ee40a782b9ddd7d2_12.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/511_5340d743f85a1d7adca9b510d713f3746a833f9ddeb508a3830016337a434eda72fb8223945ee4cdead3ca5283ae71005edc6425a18ebcc9ee40a782b9ddd7d2_12.jpg,"[[(48.63, 268.38), (52.54, 259.45), (55.05, 231.8), (67.34, 229.01), (63.43, 262.8), (68.45, 265.31), (70.13, 267.27), (59.8, 270.9), (55.33, 269.22)], [(31.32, 260.31), (31.32, 229.88), (41.09, 229.6), (41.93, 260.87), (43.32, 262.55), (28.52, 264.22)], [(251.07, 223.46), (250.51, 211.73), (256.38, 211.45), (256.1, 224.29)], [(229.85, 229.6), (229.85, 215.64), (235.43, 215.08), (235.99, 229.6)], [(203.32, 236.89), (204.44, 217.87), (209.47, 216.47), (210.86, 236.58)], [(351.87, 249.73), (353.83, 224.01), (361.09, 224.01), (361.65, 249.73), (362.2, 251.94), (353.55, 253.05)], [(451.04, 295.11), (460.3, 295.11), (455.0, 260.0), (470.0, 259.0), (474.77, 295.69), (479.99, 301.48), (464.93, 302.63)]]"
11,512_5340d743f85a1d7adca9b510d713f3746a833f9ddeb508a3830016337a434eda72fb8223945ee4cdead3ca5283ae71005edc6425a18ebcc9ee40a782b9ddd7d2_27.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/512_5340d743f85a1d7adca9b510d713f3746a833f9ddeb508a3830016337a434eda72fb8223945ee4cdead3ca5283ae71005edc6425a18ebcc9ee40a782b9ddd7d2_27.jpg,"[[(151.97, 264.0), (153.41, 261.59), (157.27, 234.57), (163.06, 233.61), (164.03, 262.56), (162.1, 265.93)], [(22.17, 302.12), (28.44, 295.85), (28.44, 252.42), (39.0, 251.0), (39.54, 298.26), (46.78, 299.23), (42.44, 304.05)], [(379.66, 259.82), (383.15, 260.29), (383.61, 237.25), (390.59, 236.32), (392.69, 260.29), (395.01, 262.85), (382.68, 265.17)], [(368.72, 244.17), (369.88, 229.43), (375.12, 228.85), (375.31, 244.75), (370.85, 246.11), (368.72, 246.5)], [(417.68, 300.49), (424.63, 300.49), (426.37, 259.38), (439.11, 258.8), (439.69, 303.97), (443.16, 308.02), (422.32, 306.28)]]"
12,513_5340d743f85a1d7adca9b510d713f3746a833f9ddeb508a3830016337a434eda72fb8223945ee4cdead3ca5283ae71005edc6425a18ebcc9ee40a782b9ddd7d2_49.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/513_5340d743f85a1d7adca9b510d713f3746a833f9ddeb508a3830016337a434eda72fb8223945ee4cdead3ca5283ae71005edc6425a18ebcc9ee40a782b9ddd7d2_49.jpg,"[[(162.34, 268.65), (164.66, 267.49), (165.81, 240.28), (173.34, 240.28), (175.08, 266.91), (179.13, 269.23), (172.18, 271.54)], [(201.65, 254.37), (203.32, 252.97), (204.16, 234.54), (210.02, 235.1), (210.86, 250.74), (213.93, 252.41), (210.58, 254.92)], [(45.96, 305.7), (54.07, 301.65), (50.0, 258.0), (61.01, 255.91), (67.38, 300.49), (76.07, 302.81), (62.17, 310.34)], [(414.21, 327.71), (420.58, 327.13), (427.53, 272.7), (439.69, 272.7), (440.27, 326.55), (450.11, 332.34), (423.47, 337.55)]]"
13,514_5340d743f85a1d7adca9b510d713f3746a833f9ddeb508a3830016337a434eda72fb8223945ee4cdead3ca5283ae71005edc6425a18ebcc9ee40a782b9ddd7d2_73.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/514_5340d743f85a1d7adca9b510d713f3746a833f9ddeb508a3830016337a434eda72fb8223945ee4cdead3ca5283ae71005edc6425a18ebcc9ee40a782b9ddd7d2_73.jpg,"[[(1.95, 313.23), (0.0, 264.59), (12.96, 265.17), (18.17, 310.91), (29.17, 313.81), (11.8, 321.34), (0.0, 318.44)], [(90.54, 288.91), (96.91, 287.75), (97.49, 253.59), (105.6, 253.01), (108.49, 283.7), (116.02, 284.86), (106.18, 290.07)], [(129.92, 275.02), (135.71, 272.7), (135.71, 239.7), (143.81, 240.28), (144.39, 272.12), (151.34, 273.86), (143.81, 277.91)], [(173.34, 261.12), (174.5, 258.8), (176.82, 234.48), (182.61, 235.06), (184.92, 257.65), (188.97, 258.22), (184.34, 262.86)]]"
14,515_5340d743f85a1d7adca9b510d713f3746a833f9ddeb508a3830016337a434eda72fb8223945ee4cdead3ca5283ae71005edc6425a18ebcc9ee40a782b9ddd7d2_98.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/515_5340d743f85a1d7adca9b510d713f3746a833f9ddeb508a3830016337a434eda72fb8223945ee4cdead3ca5283ae71005edc6425a18ebcc9ee40a782b9ddd7d2_98.jpg,"[[(20.4, 316.13), (29.33, 312.5), (21.8, 262.24), (31.29, 263.08), (44.97, 310.55), (55.58, 313.9), (39.39, 320.32)], [(78.87, 249.7), (78.59, 231.27), (86.97, 229.88), (86.97, 251.66), (81.94, 252.77)]]"
15,516_99602c5a80cea6f579d602fef1453ef75fd14ff6fab15deb6eca9ceae1e11b7c324876a87013db089d96b80a0000639178fe2012c3f0224b87c05aa7fc750f03_0.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/516_99602c5a80cea6f579d602fef1453ef75fd14ff6fab15deb6eca9ceae1e11b7c324876a87013db089d96b80a0000639178fe2012c3f0224b87c05aa7fc750f03_0.jpg,"[[(271.85, 272.13), (274.66, 236.74), (285.52, 235.54), (289.14, 272.53)], [(240.29, 237.5), (243.4, 235.37), (243.78, 224.32), (249.41, 224.12), (248.83, 236.53), (249.99, 238.86), (243.2, 240.41)], [(428.73, 240.14), (428.87, 224.52), (434.66, 223.31), (436.68, 240.14)], [(331.51, 235.7), (333.66, 221.69), (339.72, 222.63), (338.0, 239.0), (333.93, 239.6)], [(499.9, 306.86), (508.01, 306.86), (510.9, 255.33), (523.0, 256.0), (522.0, 306.0), (528.28, 313.23), (510.33, 314.97)], [(184.0, 331.0), (188.4, 323.65), (190.71, 264.59), (203.45, 263.44), (206.92, 324.23), (213.87, 324.23), (212.0, 332.0)], [(29.75, 301.07), (35.54, 299.91), (30.33, 257.65), (42.48, 254.17), (48.85, 295.86), (55.8, 297.02), (50.01, 302.81)], [(158.46, 262.48), (161.27, 230.71), (171.72, 230.71), (172.13, 263.28)], [(309.98, 248.12), (311.32, 227.68), (319.36, 227.01), (318.35, 249.13)]]"
16,517_99602c5a80cea6f579d602fef1453ef75fd14ff6fab15deb6eca9ceae1e11b7c324876a87013db089d96b80a0000639178fe2012c3f0224b87c05aa7fc750f03_16.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/517_99602c5a80cea6f579d602fef1453ef75fd14ff6fab15deb6eca9ceae1e11b7c324876a87013db089d96b80a0000639178fe2012c3f0224b87c05aa7fc750f03_16.jpg,"[[(140.66, 246.3), (139.96, 224.43), (146.22, 224.66), (147.41, 247.7)], [(183.0, 237.0), (182.29, 224.89), (188.83, 223.96), (189.52, 236.53)], [(106.66, 240.72), (107.59, 224.43), (111.55, 224.66), (112.48, 240.72)], [(119.72, 238.16), (119.48, 226.29), (123.65, 225.59), (124.35, 238.39)], [(407.84, 290.07), (408.42, 246.07), (418.26, 246.07), (422.32, 290.65), (424.63, 294.12), (406.1, 294.7)], [(713.56, 276.17), (714.72, 250.7), (723.4, 250.7), (722.24, 280.23), (710.08, 281.38)], [(170.96, 229.73), (170.49, 217.17), (175.61, 216.7), (177.94, 230.66)], [(371.36, 257.65), (371.36, 229.85), (382.94, 231.59), (384.1, 257.65)], [(362.16, 242.34), (362.86, 219.31), (366.81, 218.84), (369.86, 243.51)], [(353.11, 233.04), (354.25, 220.7), (357.74, 220.47), (358.67, 234.43)], [(351.48, 227.92), (350.99, 216.75), (355.18, 216.52), (356.6, 228.15)], [(39.88, 272.36), (39.44, 241.18), (46.86, 240.72), (48.98, 274.22)]]"
17,518_99602c5a80cea6f579d602fef1453ef75fd14ff6fab15deb6eca9ceae1e11b7c324876a87013db089d96b80a0000639178fe2012c3f0224b87c05aa7fc750f03_30.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/518_99602c5a80cea6f579d602fef1453ef75fd14ff6fab15deb6eca9ceae1e11b7c324876a87013db089d96b80a0000639178fe2012c3f0224b87c05aa7fc750f03_30.jpg,"[[(448.79, 242.51), (449.49, 222.96), (455.54, 223.43), (456.7, 241.11), (457.63, 244.37), (453.68, 244.6)], [(420.38, 256.79), (422.7, 254.7), (424.1, 230.97), (430.15, 230.97), (429.92, 255.4), (433.64, 258.19), (423.4, 260.75)], [(578.75, 417.56), (592.0, 422.0), (614.0, 318.0), (636.42, 316.81), (624.0, 421.0), (641.29, 434.23), (596.82, 442.57)], [(464.11, 302.91), (466.89, 302.91), (468.97, 252.89), (480.78, 253.58), (486.34, 301.52), (490.51, 309.17), (465.5, 310.56)]]"
18,519_99602c5a80cea6f579d602fef1453ef75fd14ff6fab15deb6eca9ceae1e11b7c324876a87013db089d96b80a0000639178fe2012c3f0224b87c05aa7fc750f03_77.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/519_99602c5a80cea6f579d602fef1453ef75fd14ff6fab15deb6eca9ceae1e11b7c324876a87013db089d96b80a0000639178fe2012c3f0224b87c05aa7fc750f03_77.jpg,"[[(296.52, 220.4), (296.52, 210.3), (299.48, 211.11), (300.02, 220.26)], [(291.0, 220.94), (291.27, 211.38), (295.18, 211.65), (295.31, 221.21)], [(284.67, 222.69), (284.81, 213.53), (288.31, 213.4), (288.85, 223.23)], [(394.55, 231.71), (395.09, 222.01), (398.86, 221.07), (400.88, 231.98)], [(409.37, 237.9), (410.44, 223.23), (416.0, 223.0), (415.02, 239.92)], [(435.62, 245.31), (437.24, 227.54), (441.28, 226.86), (440.74, 246.66)], [(486.12, 250.43), (487.47, 230.63), (492.86, 230.36), (494.2, 250.29)]]"
26,527_4bd43ec882cbc91d898e31928ca973584720e7f0e92cb1d3dfe912d3a7b3ef78f3f5b8a8f0462a0a73912fbd6a59391a580ef3aa230ab1fea092af9408e9d4ce_18.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/527_4bd43ec882cbc91d898e31928ca973584720e7f0e92cb1d3dfe912d3a7b3ef78f3f5b8a8f0462a0a73912fbd6a59391a580ef3aa230ab1fea092af9408e9d4ce_18.jpg,"[[(502.8, 422.08), (525.96, 324.81), (556.65, 321.92), (534.07, 424.4)], [(442.0, 320.76), (451.85, 255.91), (469.22, 252.43), (464.0, 324.81)], [(414.35, 267.7), (418.37, 235.13), (428.02, 233.12), (423.59, 269.71)]]"
34,535_79bca55cf36210a5d6e8e947ad95197a4896efb9ae88f88679f25796801046edcab07e6daea5b4bd13dc2f92cb3f9c16cfe52fde9ae910b09f4f864a7603368d_82.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/535_79bca55cf36210a5d6e8e947ad95197a4896efb9ae88f88679f25796801046edcab07e6daea5b4bd13dc2f92cb3f9c16cfe52fde9ae910b09f4f864a7603368d_82.jpg,"[[(534.76, 424.29), (563.71, 317.75), (580.5, 321.22), (551.55, 437.6), (584.55, 438.76), (582.82, 445.71), (535.34, 446.87), (522.6, 427.18), (565.45, 419.07), (581.66, 439.92), (553.29, 438.18)], [(234.0, 380.0), (243.11, 288.28), (261.06, 287.7), (267.43, 375.71), (276.12, 374.55), (276.12, 382.65), (250.64, 389.02), (226.32, 387.29)]]"
35,536_ba93a13edc01bc6a287b3e736bcbe74958aeb10dc9d0c1172fd640d52782e48cb233e652e9317493c62404c5f9e13701d2fd6a439544572c04c52d18a6074bab_110.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/536_ba93a13edc01bc6a287b3e736bcbe74958aeb10dc9d0c1172fd640d52782e48cb233e652e9317493c62404c5f9e13701d2fd6a439544572c04c52d18a6074bab_110.jpg,"[[(464.58, 292.04), (468.64, 265.98), (476.74, 265.98), (475.59, 315.2), (488.32, 320.41), (467.48, 324.46)], [(81.28, 323.31), (89.38, 318.67), (82.44, 272.93), (92.0, 272.0), (102.12, 316.36), (117.18, 318.67), (103.86, 325.62)], [(177.64, 249.57), (176.03, 232.68), (183.67, 231.07), (186.48, 249.97)], [(83.95, 270.48), (81.94, 246.35), (90.78, 246.35), (93.6, 269.27)], [(551.44, 435.63), (560.7, 433.32), (576.91, 327.36), (593.7, 324.46), (599.49, 329.1), (590.23, 426.95), (605.28, 438.53), (608.76, 440.84), (564.75, 450.69)], [(193.03, 284.51), (195.92, 275.83), (198.24, 248.61), (205.19, 247.45), (208.66, 279.3), (212.71, 282.2), (205.77, 287.41)]]"
36,537_ba93a13edc01bc6a287b3e736bcbe74958aeb10dc9d0c1172fd640d52782e48cb233e652e9317493c62404c5f9e13701d2fd6a439544572c04c52d18a6074bab_40.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/537_ba93a13edc01bc6a287b3e736bcbe74958aeb10dc9d0c1172fd640d52782e48cb233e652e9317493c62404c5f9e13701d2fd6a439544572c04c52d18a6074bab_40.jpg,"[[(692.0, 348.0), (690.98, 290.07), (701.4, 288.33), (709.51, 348.55)], [(473.27, 268.65), (477.32, 241.43), (487.17, 241.43), (488.32, 268.65)]]"
37,538_ba93a13edc01bc6a287b3e736bcbe74958aeb10dc9d0c1172fd640d52782e48cb233e652e9317493c62404c5f9e13701d2fd6a439544572c04c52d18a6074bab_68.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/538_ba93a13edc01bc6a287b3e736bcbe74958aeb10dc9d0c1172fd640d52782e48cb233e652e9317493c62404c5f9e13701d2fd6a439544572c04c52d18a6074bab_68.jpg,"[[(426.99, 262.06), (429.33, 239.28), (435.03, 239.28), (436.37, 262.4)], [(492.11, 298.95), (494.89, 297.56), (501.14, 257.26), (513.65, 257.26), (514.34, 296.87), (518.51, 302.43), (497.67, 303.82)], [(669.98, 370.52), (683.88, 370.52), (695.0, 303.12), (708.2, 300.34), (703.33, 373.3), (718.62, 378.86), (691.52, 384.41)]]"
38,539_ba93a13edc01bc6a287b3e736bcbe74958aeb10dc9d0c1172fd640d52782e48cb233e652e9317493c62404c5f9e13701d2fd6a439544572c04c52d18a6074bab_97.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/539_ba93a13edc01bc6a287b3e736bcbe74958aeb10dc9d0c1172fd640d52782e48cb233e652e9317493c62404c5f9e13701d2fd6a439544572c04c52d18a6074bab_97.jpg,"[[(116.44, 245.81), (116.77, 231.74), (121.46, 231.07), (121.46, 246.82)], [(138.55, 262.9), (135.54, 243.13), (139.56, 241.12), (146.59, 261.56)], [(60.81, 279.65), (58.8, 255.53), (65.0, 256.0), (69.53, 278.98)], [(275.93, 250.17), (277.94, 231.74), (282.97, 232.07), (283.64, 251.84)], [(406.61, 257.54), (406.61, 234.42), (412.98, 233.41), (413.31, 259.55)], [(419.42, 272.12), (422.32, 241.43), (431.0, 241.43), (430.42, 273.86)], [(535.8, 291.23), (541.01, 258.8), (550.86, 258.22), (550.28, 290.07), (558.96, 293.54), (542.17, 295.28)], [(242.82, 259.96), (244.56, 256.49), (244.56, 236.8), (249.19, 237.96), (253.82, 256.49), (256.14, 258.8), (253.24, 260.54)], [(186.08, 273.86), (188.97, 268.65), (189.55, 241.43), (196.5, 240.85), (199.98, 272.12), (204.03, 272.12), (201.71, 276.75)], [(604.12, 425.56), (622.65, 329.44), (640.6, 328.86), (637.13, 423.82), (653.34, 436.56), (620.34, 444.67)]]"
39,540_654f1af5ee324333a30d2043ff77be9610b568ad292b5122a5fe6ecff45775a102de888a98bcc57b484fc001d66056710a15ba7016f92695aab3c67f131ef400_28.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/540_654f1af5ee324333a30d2043ff77be9610b568ad292b5122a5fe6ecff45775a102de888a98bcc57b484fc001d66056710a15ba7016f92695aab3c67f131ef400_28.jpg,"[[(426.51, 247.5), (427.63, 229.91), (432.93, 230.46), (433.21, 248.89)], [(689.77, 343.69), (692.56, 288.12), (702.61, 287.29), (706.8, 342.57), (709.31, 340.06), (712.94, 341.18), (714.34, 349.0), (695.63, 349.56), (680.0, 341.74), (687.81, 335.31)], [(474.62, 267.14), (478.64, 240.2), (486.68, 239.4), (487.89, 268.35), (488.29, 271.16), (474.22, 271.16)]]"
40,541_654f1af5ee324333a30d2043ff77be9610b568ad292b5122a5fe6ecff45775a102de888a98bcc57b484fc001d66056710a15ba7016f92695aab3c67f131ef400_56.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/541_654f1af5ee324333a30d2043ff77be9610b568ad292b5122a5fe6ecff45775a102de888a98bcc57b484fc001d66056710a15ba7016f92695aab3c67f131ef400_56.jpg,"[[(426.26, 261.15), (427.38, 258.92), (429.05, 238.53), (434.92, 238.53), (436.31, 260.03), (436.59, 262.27), (428.77, 263.66)], [(673.03, 370.55), (684.61, 371.13), (699.08, 302.23), (712.4, 301.07), (706.61, 374.61), (718.19, 380.97), (690.4, 384.45)], [(491.22, 298.75), (496.43, 298.76), (500.48, 259.96), (511.48, 258.8), (513.8, 298.18), (517.85, 302.23), (495.85, 304.55)]]"
41,542_654f1af5ee324333a30d2043ff77be9610b568ad292b5122a5fe6ecff45775a102de888a98bcc57b484fc001d66056710a15ba7016f92695aab3c67f131ef400_67.jpg,../data/Delivery_1_Workzone/Day/Batch 1.2/Images/542_654f1af5ee324333a30d2043ff77be9610b568ad292b5122a5fe6ecff45775a102de888a98bcc57b484fc001d66056710a15ba7016f92695aab3c67f131ef400_67.jpg,"[[(588.76, 415.47), (599.88, 409.22), (610.3, 318.89), (629.75, 317.5), (627.67, 409.22), (636.01, 418.25), (610.99, 425.2)], [(435.7, 269.4), (438.04, 242.26), (444.74, 242.26), (445.41, 268.06), (448.43, 268.39), (449.1, 270.74), (437.37, 271.41)]]"
