,path,name,workzone,points,tod
408,data/Delivery_1_Workzone/Day/Batch 1.2/Images/909_cd6f6a56a7c34bb70361f100f7b846e4b492dafb7fae1ab6be212ef9be6308d810b47788cc14794e4ef113b194db8dbcf4e2e9c2cc8e7bff48ccb38e55bda2b1_46.jpg,cd6f6a56a7c34bb70361f100f7b846e4b492dafb7fae1ab6be212ef9be6308d810b47788cc14794e4ef113b194db8dbcf4e2e9c2cc8e7bff48ccb38e55bda2b1,1,"[[(499.0, 255.0), (504.61, 255.0), (504.61, 241.08), (499.33, 240.52)], [(549.73, 304.47), (546.12, 306.47), (545.72, 312.89), (570.17, 315.29), (569.77, 308.48), (564.96, 306.47), (568.16, 275.61), (552.13, 275.21)]]",1
414,data/Delivery_1_Workzone/Day/Batch 1.2/Images/915_64c1c03d9b7844636ad4b9f035fbee60e028f06cc06d0c521726dd758a6f8979ef3e8de7a4189117e1105b451986adb2517c61341128452289e2835fe71abf5f_11.jpg,64c1c03d9b7844636ad4b9f035fbee60e028f06cc06d0c521726dd758a6f8979ef3e8de7a4189117e1105b451986adb2517c61341128452289e2835fe71abf5f,1,"[[(305.0, 393.0), (308.32, 392.58), (308.09, 385.83), (304.83, 385.83)], [(223.82, 397.24), (228.0, 397.0), (228.24, 389.09), (223.82, 388.16)], [(94.0, 400.0), (98.96, 399.71), (98.96, 389.94), (94.0, 389.0)], [(571.85, 391.08), (575.89, 391.08), (576.37, 382.35), (572.17, 381.86)], [(583.49, 396.9), (588.0, 397.0), (588.92, 386.43), (586.98, 385.07), (584.46, 385.26)], [(610.9, 414.11), (608.55, 416.12), (614.92, 417.46), (622.96, 416.79), (621.62, 413.77), (621.62, 397.01), (617.94, 395.67), (612.24, 396.68)], [(823.57, 509.89), (815.23, 514.76), (816.62, 523.79), (834.0, 525.88), (852.76, 523.1), (854.15, 511.98), (853.46, 461.93), (843.03, 455.68), (830.52, 457.76), (825.66, 461.24)]]",1
415,data/Delivery_1_Workzone/Day/Batch 1.2/Images/916_64c1c03d9b7844636ad4b9f035fbee60e028f06cc06d0c521726dd758a6f8979ef3e8de7a4189117e1105b451986adb2517c61341128452289e2835fe71abf5f_28.jpg,64c1c03d9b7844636ad4b9f035fbee60e028f06cc06d0c521726dd758a6f8979ef3e8de7a4189117e1105b451986adb2517c61341128452289e2835fe71abf5f,1,"[[(120.78, 402.0), (127.15, 402.34), (125.47, 388.26), (120.78, 388.6)], [(252.0, 400.0), (257.0, 400.0), (256.0, 390.0), (252.1, 389.39)], [(801.0, 486.0), (823.78, 486.68), (825.0, 444.0), (816.83, 440.8), (805.0, 443.0)], [(619.1, 416.95), (628.87, 416.39), (627.76, 400.19), (619.94, 400.19)], [(577.48, 397.96), (581.95, 397.95), (581.95, 388.18), (577.76, 387.62)], [(567.7, 391.53), (571.61, 391.25), (571.89, 383.43), (568.82, 383.15)], [(569.38, 454.94), (594.24, 446.56), (599.55, 447.4), (603.0, 451.0), (605.69, 457.73), (604.57, 462.76), (583.34, 468.9), (580.27, 471.42), (573.85, 472.26), (568.54, 468.35), (567.42, 461.08)]]",1
416,data/Delivery_1_Workzone/Day/Batch 1.2/Images/917_64c1c03d9b7844636ad4b9f035fbee60e028f06cc06d0c521726dd758a6f8979ef3e8de7a4189117e1105b451986adb2517c61341128452289e2835fe71abf5f_43.jpg,64c1c03d9b7844636ad4b9f035fbee60e028f06cc06d0c521726dd758a6f8979ef3e8de7a4189117e1105b451986adb2517c61341128452289e2835fe71abf5f,1,"[[(703.19, 462.14), (700.0, 466.0), (730.09, 464.92), (729.25, 462.07), (725.22, 460.47), (721.19, 429.47), (714.0, 427.0), (705.0, 430.0)], [(348.3, 387.77), (353.02, 387.77), (352.08, 381.44), (348.0, 382.0)], [(622.0, 424.0), (633.41, 422.75), (632.06, 403.62), (621.28, 403.62)], [(595.35, 404.77), (603.0, 405.0), (602.0, 391.0), (595.19, 390.71)], [(577.0, 397.0), (583.0, 397.5), (583.3, 387.5), (577.1, 386.8)]]",1
417,data/Delivery_1_Workzone/Day/Batch 1.2/Images/918_64c1c03d9b7844636ad4b9f035fbee60e028f06cc06d0c521726dd758a6f8979ef3e8de7a4189117e1105b451986adb2517c61341128452289e2835fe71abf5f_70.jpg,64c1c03d9b7844636ad4b9f035fbee60e028f06cc06d0c521726dd758a6f8979ef3e8de7a4189117e1105b451986adb2517c61341128452289e2835fe71abf5f,1,"[[(542.0, 365.0), (551.0, 360.0), (557.85, 366.47), (550.64, 375.12)], [(123.8, 396.02), (130.0, 396.0), (128.0, 384.0), (123.0, 384.0)], [(557.0, 415.0), (552.39, 417.25), (557.31, 419.16), (567.41, 418.61), (565.5, 415.88), (564.68, 402.5), (562.77, 400.86), (558.95, 399.77), (556.0, 401.0)], [(540.01, 399.92), (548.44, 399.52), (544.88, 388.47), (543.3, 388.34), (541.0, 389.0)], [(632.54, 489.56), (623.57, 493.33), (632.06, 498.52), (656.6, 499.94), (658.96, 498.99), (656.6, 492.86), (657.55, 447.09), (642.92, 445.67), (635.0, 447.0)]]",1
418,data/Delivery_1_Workzone/Day/Batch 1.2/Images/919_28bb76de6c04cdf435ed008a99ae1d72ab17631b38f86526a083b25ed0cf447621624ca5135f42e9a419cc27bc7c8f546e1f191f2f4076f708ccd7b24621c723_0.jpg,28bb76de6c04cdf435ed008a99ae1d72ab17631b38f86526a083b25ed0cf447621624ca5135f42e9a419cc27bc7c8f546e1f191f2f4076f708ccd7b24621c723,1,"[[(162.62, 87.48), (189.64, 81.24), (188.94, 112.41), (161.93, 119.34)], [(886.96, 70.37), (911.2, 75.22), (913.0, 106.0), (887.65, 101.54)], [(338.0, 240.0), (329.75, 248.95), (337.83, 254.72), (364.0, 254.0), (378.0, 245.0), (367.27, 239.71), (366.69, 192.38), (359.19, 186.04), (344.76, 187.77), (338.41, 189.5)], [(476.31, 137.0), (491.06, 135.06), (487.44, 131.44), (486.33, 116.41), (482.71, 115.57), (476.58, 116.69)]]",1
419,data/Delivery_1_Workzone/Day/Batch 1.2/Images/920_28bb76de6c04cdf435ed008a99ae1d72ab17631b38f86526a083b25ed0cf447621624ca5135f42e9a419cc27bc7c8f546e1f191f2f4076f708ccd7b24621c723_16.jpg,28bb76de6c04cdf435ed008a99ae1d72ab17631b38f86526a083b25ed0cf447621624ca5135f42e9a419cc27bc7c8f546e1f191f2f4076f708ccd7b24621c723,1,"[[(338.0, 242.0), (331.7, 245.27), (328.0, 251.0), (343.7, 254.36), (368.1, 253.12), (380.92, 248.99), (384.0, 241.0), (373.0, 238.0), (367.68, 188.61), (361.48, 186.13), (356.52, 182.82), (349.07, 186.54), (340.0, 191.0)], [(488.56, 125.57), (499.92, 125.77), (500.32, 123.37), (497.33, 121.98), (495.74, 109.61), (492.94, 108.41), (488.56, 109.01)]]",1
420,data/Delivery_1_Workzone/Day/Batch 1.2/Images/921_28bb76de6c04cdf435ed008a99ae1d72ab17631b38f86526a083b25ed0cf447621624ca5135f42e9a419cc27bc7c8f546e1f191f2f4076f708ccd7b24621c723_54.jpg,28bb76de6c04cdf435ed008a99ae1d72ab17631b38f86526a083b25ed0cf447621624ca5135f42e9a419cc27bc7c8f546e1f191f2f4076f708ccd7b24621c723,1,"[[(558.0, 124.0), (555.31, 125.21), (555.81, 127.37), (562.79, 128.03), (569.6, 127.7), (569.6, 125.21), (565.12, 123.88), (565.12, 112.24), (562.46, 110.75), (558.3, 111.91)], [(554.37, 183.26), (548.17, 188.78), (556.79, 191.19), (571.95, 192.23), (580.22, 191.88), (583.67, 190.5), (576.78, 187.75), (577.46, 150.52), (575.05, 147.77), (569.54, 146.73), (561.27, 146.73), (555.75, 147.77)], [(213.21, 206.67), (223.55, 216.66), (229.76, 218.04), (240.0, 217.0), (241.13, 205.98), (230.79, 191.5), (229.07, 188.06), (223.21, 188.06), (216.32, 191.5), (212.18, 193.57)], [(458.0, 96.0), (464.78, 86.87), (473.4, 94.29), (467.65, 102.67)]]",1
421,data/Delivery_1_Workzone/Day/Batch 1.2/Images/922_c6549f0a5ae74bb4d2bd7d4d509712ad21871a7b3b68d051eea61ce5d05d86c7846dabffc1126ec05185d531e876f71406193476c430f0c6795a8cf8c5219bff_116.jpg,c6549f0a5ae74bb4d2bd7d4d509712ad21871a7b3b68d051eea61ce5d05d86c7846dabffc1126ec05185d531e876f71406193476c430f0c6795a8cf8c5219bff,1,"[[(477.03, 92.3), (481.22, 87.31), (486.8, 92.5), (482.01, 96.69)], [(513.8, 146.18), (512.0, 150.0), (532.47, 150.49), (531.89, 147.9), (528.16, 147.9), (529.0, 124.0), (522.0, 121.0), (514.95, 123.21)], [(281.88, 405.15), (297.95, 381.93), (315.23, 376.57), (330.11, 373.59), (348.58, 374.18), (369.42, 381.33), (374.18, 389.67), (375.37, 397.41), (374.78, 408.72), (339.64, 409.32), (306.89, 413.49), (280.09, 415.87)], [(429.17, 118.62), (436.63, 120.86), (441.11, 120.62), (439.87, 115.39), (430.16, 112.65)], [(536.96, 120.3), (544.14, 119.9), (542.0, 106.0), (535.37, 105.54)]]",1
422,data/Delivery_1_Workzone/Day/Batch 1.2/Images/923_c6549f0a5ae74bb4d2bd7d4d509712ad21871a7b3b68d051eea61ce5d05d86c7846dabffc1126ec05185d531e876f71406193476c430f0c6795a8cf8c5219bff_4.jpg,c6549f0a5ae74bb4d2bd7d4d509712ad21871a7b3b68d051eea61ce5d05d86c7846dabffc1126ec05185d531e876f71406193476c430f0c6795a8cf8c5219bff,1,"[[(459.0, 119.0), (465.38, 119.4), (467.05, 119.26), (466.35, 116.63), (464.55, 116.22), (464.14, 106.24), (458.46, 105.83)], [(376.11, 145.95), (390.47, 145.15), (392.46, 142.96), (388.08, 141.96), (387.08, 124.01), (383.49, 124.01), (376.51, 124.61)], [(305.35, 167.72), (299.03, 170.02), (305.64, 172.32), (317.41, 171.17), (324.02, 169.45), (324.02, 167.15), (319.42, 164.28), (317.7, 144.17), (313.1, 141.3), (303.34, 144.17)], [(206.39, 203.08), (201.84, 205.98), (200.6, 209.7), (213.42, 211.35), (231.62, 207.22), (232.03, 204.32), (227.07, 200.6), (219.21, 170.41), (212.18, 170.0), (202.67, 174.55)], [(70.0, 272.0), (63.71, 276.61), (63.71, 283.07), (76.12, 284.55), (97.46, 275.62), (99.44, 271.16), (89.52, 264.7), (87.53, 228.48), (81.58, 224.01), (67.18, 229.47)], [(413.0, 85.0), (445.0, 84.0), (445.0, 98.0), (436.8, 105.5), (438.24, 113.15), (438.0, 122.49), (434.17, 123.45), (433.0, 118.0), (423.16, 118.66), (423.16, 123.45), (415.98, 122.97), (417.9, 105.26), (418.38, 97.12), (412.87, 95.92)], [(432.59, 126.68), (429.8, 127.88), (433.79, 131.47), (438.78, 130.07), (442.56, 129.08), (441.17, 126.09), (440.37, 112.92), (436.38, 112.52), (431.79, 112.92)]]",1
423,data/Delivery_1_Workzone/Day/Batch 1.2/Images/924_c6549f0a5ae74bb4d2bd7d4d509712ad21871a7b3b68d051eea61ce5d05d86c7846dabffc1126ec05185d531e876f71406193476c430f0c6795a8cf8c5219bff_47.jpg,c6549f0a5ae74bb4d2bd7d4d509712ad21871a7b3b68d051eea61ce5d05d86c7846dabffc1126ec05185d531e876f71406193476c430f0c6795a8cf8c5219bff,1,"[[(833.88, 98.93), (833.19, 94.45), (850.08, 79.63), (855.25, 78.94), (873.51, 105.14), (869.0, 111.0), (855.0, 125.0), (851.8, 125.47)], [(459.0, 143.0), (476.91, 141.21), (471.55, 136.44), (467.98, 123.34), (463.81, 120.96), (458.45, 122.15)], [(491.0, 118.0), (499.61, 117.92), (500.08, 116.24), (496.73, 115.76), (496.26, 106.43), (491.47, 106.43)], [(213.01, 87.7), (213.01, 83.97), (232.0, 63.0), (234.51, 61.64), (250.64, 77.77), (250.64, 80.67), (234.0, 107.0), (230.0, 107.0)], [(161.81, 379.15), (152.54, 395.62), (158.72, 412.08), (194.74, 410.02), (233.84, 391.5), (233.84, 380.18), (212.23, 362.68), (204.0, 293.74), (193.71, 283.44), (173.13, 283.44), (161.81, 296.82)]]",1
424,data/Delivery_1_Workzone/Day/Batch 1.2/Images/925_c6549f0a5ae74bb4d2bd7d4d509712ad21871a7b3b68d051eea61ce5d05d86c7846dabffc1126ec05185d531e876f71406193476c430f0c6795a8cf8c5219bff_65.jpg,c6549f0a5ae74bb4d2bd7d4d509712ad21871a7b3b68d051eea61ce5d05d86c7846dabffc1126ec05185d531e876f71406193476c430f0c6795a8cf8c5219bff,1,"[[(441.0, 81.0), (450.0, 81.0), (450.0, 87.0), (440.88, 87.58)], [(796.87, 101.18), (819.47, 106.83), (819.47, 100.61), (839.25, 91.01), (843.21, 94.96), (829.08, 106.27), (835.3, 110.79), (872.6, 122.65), (867.51, 164.47), (855.64, 165.04), (857.9, 175.78), (853.38, 179.73), (851.12, 184.82), (844.91, 180.3), (821.17, 178.6), (812.13, 171.26), (805.91, 174.08), (800.82, 169.0), (799.69, 157.13), (804.22, 149.78), (794.04, 146.39)], [(731.08, 144.62), (736.57, 148.55), (737.75, 141.88), (758.94, 145.41), (758.94, 152.08), (766.01, 150.9), (765.61, 142.27), (764.04, 136.78), (749.91, 128.53), (748.34, 112.44), (745.99, 106.56), (739.71, 108.13), (739.71, 134.81), (733.82, 135.21), (731.86, 130.1), (726.76, 130.5)], [(431.38, 167.05), (427.45, 169.67), (427.78, 172.29), (455.9, 172.29), (455.58, 169.02), (448.05, 165.42), (447.0, 136.0), (441.19, 136.64), (433.0, 138.0)], [(480.49, 125.07), (492.53, 124.85), (491.85, 120.99), (488.21, 119.17), (487.53, 108.04), (484.58, 107.81), (480.04, 108.49)], [(651.17, 78.41), (651.0, 75.0), (660.79, 66.78), (662.8, 66.78), (672.82, 78.01), (672.82, 80.81), (664.8, 88.03), (662.0, 88.83)], [(608.18, 76.62), (616.0, 76.0), (616.0, 85.0), (608.18, 84.16)]]",1
425,data/Delivery_1_Workzone/Day/Batch 1.2/Images/926_c6549f0a5ae74bb4d2bd7d4d509712ad21871a7b3b68d051eea61ce5d05d86c7846dabffc1126ec05185d531e876f71406193476c430f0c6795a8cf8c5219bff_77.jpg,c6549f0a5ae74bb4d2bd7d4d509712ad21871a7b3b68d051eea61ce5d05d86c7846dabffc1126ec05185d531e876f71406193476c430f0c6795a8cf8c5219bff,1,"[[(162.0, 88.0), (189.0, 81.0), (188.77, 110.85), (161.64, 120.09)], [(888.36, 69.24), (912.6, 74.43), (913.0, 106.0), (888.0, 102.0)], [(475.81, 135.25), (491.18, 134.25), (487.5, 130.91), (485.5, 115.88), (481.16, 115.55), (475.15, 116.88)], [(497.86, 116.88), (503.54, 115.88), (500.53, 103.52), (495.85, 103.52)], [(341.14, 241.29), (330.18, 249.37), (337.68, 255.15), (371.16, 251.1), (382.7, 242.45), (371.16, 239.56), (365.39, 191.66), (360.19, 184.73), (345.76, 188.77), (336.53, 192.81)]]",1
426,data/Delivery_1_Workzone/Day/Batch 1.2/Images/927_f143d9ac9afa48c9eb24e2a37c7c02ccce39d534ddd4c5509bb38c5fd18dde6f8952adfddbf0a56e5298cae2d5133fdc9e48d7bb11022d5fb1c37f7a50ce03fb_0.jpg,f143d9ac9afa48c9eb24e2a37c7c02ccce39d534ddd4c5509bb38c5fd18dde6f8952adfddbf0a56e5298cae2d5133fdc9e48d7bb11022d5fb1c37f7a50ce03fb,1,"[[(524.0, 122.0), (530.0, 122.0), (535.0, 121.0), (533.83, 117.56), (531.92, 102.24), (524.02, 104.15)], [(456.17, 85.44), (461.43, 79.93), (467.18, 83.52), (461.91, 89.75)], [(381.21, 124.64), (390.78, 126.08), (394.37, 122.25), (391.5, 120.57), (389.82, 115.79), (381.69, 114.83)], [(486.79, 201.43), (480.17, 206.8), (498.37, 209.29), (519.05, 208.46), (521.12, 207.63), (513.67, 198.12), (512.43, 158.0), (505.4, 155.52), (501.68, 151.8), (493.41, 153.04), (485.96, 159.66)]]",1
427,data/Delivery_1_Workzone/Day/Batch 1.2/Images/928_f143d9ac9afa48c9eb24e2a37c7c02ccce39d534ddd4c5509bb38c5fd18dde6f8952adfddbf0a56e5298cae2d5133fdc9e48d7bb11022d5fb1c37f7a50ce03fb_10.jpg,f143d9ac9afa48c9eb24e2a37c7c02ccce39d534ddd4c5509bb38c5fd18dde6f8952adfddbf0a56e5298cae2d5133fdc9e48d7bb11022d5fb1c37f7a50ce03fb,1,"[[(548.93, 179.3), (545.09, 183.63), (577.79, 185.07), (571.06, 178.82), (570.58, 148.04), (563.84, 146.11), (552.78, 145.15)], [(556.83, 128.71), (567.41, 128.71), (564.63, 123.42), (562.96, 113.68), (556.55, 113.4)], [(458.71, 96.65), (464.06, 89.97), (472.74, 95.98), (467.4, 103.99)], [(239.14, 202.1), (246.35, 206.91), (258.37, 205.47), (260.78, 197.29), (258.86, 190.56), (249.72, 180.94), (240.1, 182.38), (236.25, 191.04)]]",1
428,data/Delivery_1_Workzone/Day/Batch 1.2/Images/929_f4842ac04cdc74e1fdc141944f0cb84292036743bbeec9d09312e502c366b50c34aa1224c6661cb1adc7c506f86462d285bb129568432757b7bf8337f26fa662_0.jpg,f4842ac04cdc74e1fdc141944f0cb84292036743bbeec9d09312e502c366b50c34aa1224c6661cb1adc7c506f86462d285bb129568432757b7bf8337f26fa662,1,"[[(1014.0, 278.0), (849.0, 189.0), (722.0, 143.0), (636.0, 116.0), (584.26, 100.55), (562.65, 95.56), (564.32, 104.7), (716.41, 179.5), (842.0, 259.0), (1014.0, 388.0)], [(0.0, 342.0), (118.0, 261.79), (210.0, 211.0), (300.85, 170.36), (384.79, 137.95), (461.26, 114.67), (509.0, 100.0), (523.0, 96.0), (525.0, 99.0), (431.0, 141.0), (309.16, 209.42), (190.31, 280.07), (106.36, 345.73), (0.81, 443.8)], [(568.15, 119.63), (566.14, 119.76), (566.81, 121.78), (574.73, 121.91), (578.09, 121.78), (578.22, 120.17), (576.21, 119.76), (576.21, 108.08), (572.58, 106.88), (567.88, 106.88)], [(911.73, 335.76), (900.92, 341.57), (904.25, 354.04), (917.55, 365.68), (940.82, 373.16), (955.78, 369.83), (962.43, 360.69), (954.95, 346.56), (951.62, 275.91), (943.31, 265.94), (920.87, 265.94)], [(724.42, 209.77), (717.0, 215.0), (726.42, 219.79), (738.85, 220.59), (750.87, 221.0), (758.49, 219.39), (758.49, 216.59), (748.87, 213.38), (748.07, 173.3), (741.25, 170.09), (734.0, 168.0), (726.42, 171.29)], [(663.72, 173.78), (658.44, 175.45), (658.44, 177.4), (664.56, 180.18), (676.25, 180.74), (686.27, 181.02), (690.72, 177.4), (687.66, 174.9), (682.09, 174.34), (681.26, 148.18), (678.2, 143.72), (672.35, 143.72), (665.12, 144.28)], [(617.0, 147.34), (614.44, 149.19), (614.44, 151.97), (626.74, 151.05), (632.77, 151.05), (632.3, 147.1), (630.45, 146.87), (630.0, 126.0), (626.0, 126.0), (617.46, 126.92)], [(595.42, 136.2), (592.41, 136.67), (592.41, 139.22), (602.61, 139.22), (610.96, 139.22), (608.41, 136.9), (605.4, 135.97), (604.47, 120.2), (600.53, 119.97), (595.19, 119.73)], [(580.96, 124.73), (580.56, 126.88), (591.56, 127.15), (591.83, 125.0), (588.61, 124.6), (588.34, 112.25), (584.99, 111.44), (581.23, 111.98)], [(595.36, 94.34), (596.16, 92.33), (605.78, 81.91), (608.18, 81.91), (617.8, 91.13), (617.4, 92.33), (608.58, 103.16), (606.58, 103.56)]]",1
429,data/Delivery_1_Workzone/Day/Batch 1.2/Images/930_f4842ac04cdc74e1fdc141944f0cb84292036743bbeec9d09312e502c366b50c34aa1224c6661cb1adc7c506f86462d285bb129568432757b7bf8337f26fa662_56.jpg,f4842ac04cdc74e1fdc141944f0cb84292036743bbeec9d09312e502c366b50c34aa1224c6661cb1adc7c506f86462d285bb129568432757b7bf8337f26fa662,1,"[[(1014.0, 482.41), (907.91, 373.78), (790.7, 272.3), (717.81, 215.13), (633.48, 160.1), (584.17, 126.51), (556.3, 107.22), (563.45, 98.64), (623.48, 115.08), (697.8, 137.23), (762.12, 157.96), (830.01, 182.25), (914.34, 217.27), (993.66, 254.43), (1014.0, 264.0)], [(1014.0, 483.12), (908.62, 374.49), (792.13, 275.16), (713.52, 212.98), (634.2, 162.24), (594.18, 135.09), (567.02, 115.79), (539.15, 101.5), (535.57, 106.5), (657.06, 229.42), (795.71, 391.64), (844.0, 461.0), (1014.0, 564.59)], [(0.0, 359.0), (51.04, 315.89), (189.69, 227.99), (280.45, 182.25), (354.77, 149.38), (416.23, 125.08), (441.24, 116.51), (441.96, 133.66), (360.49, 177.25), (284.02, 225.85), (199.69, 282.3), (91.78, 371.63), (0.0, 465.25)]]",1
430,data/Delivery_1_Workzone/Day/Batch 1.2/Images/931_f4842ac04cdc74e1fdc141944f0cb84292036743bbeec9d09312e502c366b50c34aa1224c6661cb1adc7c506f86462d285bb129568432757b7bf8337f26fa662_7.jpg,f4842ac04cdc74e1fdc141944f0cb84292036743bbeec9d09312e502c366b50c34aa1224c6661cb1adc7c506f86462d285bb129568432757b7bf8337f26fa662,1,"[[(0.0, 355.91), (56.05, 308.03), (141.09, 253.72), (239.0, 202.98), (313.32, 170.82), (381.21, 140.8), (434.09, 121.51), (475.54, 107.22), (506.99, 99.35), (522.0, 96.5), (523.43, 100.07), (498.41, 110.07), (375.49, 167.96), (307.6, 212.27), (228.28, 263.01), (133.23, 337.33), (0.0, 448.82)], [(1014.0, 273.36), (931.97, 234.05), (872.41, 209.64), (748.54, 159.61), (648.49, 121.5), (609.18, 108.99), (570.47, 100.06), (556.18, 95.89), (565.71, 110.78), (596.68, 129.83), (727.0, 195.0), (866.46, 268.0), (969.48, 347.8), (1014.0, 382.94)], [(603.12, 136.13), (580.72, 121.77), (563.77, 108.27), (555.44, 100.52), (551.0, 110.0), (563.77, 124.35), (591.92, 153.94), (604.27, 162.84)], [(857.76, 130.01), (858.36, 125.25), (887.54, 79.39), (891.71, 79.39), (931.01, 135.97), (931.01, 139.54), (901.83, 182.42), (896.47, 183.02)], [(749.25, 291.34), (739.13, 296.11), (737.34, 308.02), (754.61, 318.74), (777.84, 324.69), (812.98, 317.55), (811.19, 307.42), (790.94, 299.68), (790.35, 235.96), (782.6, 226.43), (764.14, 225.83), (754.02, 228.81)], [(655.9, 208.54), (649.0, 212.0), (650.0, 218.0), (665.0, 224.0), (689.0, 223.0), (694.36, 219.71), (694.36, 214.74), (684.43, 212.26), (681.95, 175.04), (676.16, 168.01), (672.0, 166.0), (667.89, 165.94), (657.55, 173.39)], [(652.59, 207.71), (630.26, 189.93), (612.06, 171.32), (605.0, 167.0), (604.2, 132.44), (614.54, 129.55), (647.63, 148.99), (658.79, 150.23), (673.27, 160.15), (676.58, 168.01), (667.48, 165.94), (656.73, 175.46), (656.31, 207.71)]]",1
431,data/Delivery_1_Workzone/Day/Batch 1.2/Images/932_f4842ac04cdc74e1fdc141944f0cb84292036743bbeec9d09312e502c366b50c34aa1224c6661cb1adc7c506f86462d285bb129568432757b7bf8337f26fa662_73.jpg,f4842ac04cdc74e1fdc141944f0cb84292036743bbeec9d09312e502c366b50c34aa1224c6661cb1adc7c506f86462d285bb129568432757b7bf8337f26fa662,1,"[[(1013.67, 468.11), (970.79, 421.66), (900.76, 354.48), (812.86, 283.73), (738.53, 227.28), (666.35, 178.68), (623.48, 147.95), (592.75, 128.65), (552.73, 105.07), (532.0, 95.07), (529.14, 101.5), (647.77, 215.84), (754.26, 332.33), (847.88, 441.67), (871.46, 475.97), (913.62, 493.84), (962.22, 521.71), (1014.0, 557.44)], [(0.0, 355.0), (79.63, 293.74), (190.4, 225.13), (279.73, 183.68), (376.92, 141.52), (428.38, 120.08), (471.0, 105.0), (479.0, 117.0), (355.48, 181.54), (241.85, 257.29), (138.23, 335.19), (42.47, 416.66), (0.0, 455.96)], [(568.0, 104.0), (589.17, 108.57), (602.87, 110.36), (608.0, 101.0), (612.4, 98.45), (623.71, 96.66), (615.97, 88.32), (601.68, 87.73), (596.0, 87.0), (614.19, 74.03), (640.98, 53.19), (652.9, 44.26), (665.4, 33.54), (661.23, 31.15), (642.18, 41.87), (614.78, 60.93), (596.0, 75.0), (585.0, 78.0), (576.0, 84.0), (568.0, 97.0)], [(253.08, 156.5), (258.09, 155.38), (253.36, 135.9), (249.74, 135.62)]]",1
432,data/Delivery_1_Workzone/Day/Batch 1.2/Images/933_26e7922a7d26d996d1053134b72bc03b80852784a67665801ab371ad3f7aac02b836313cd5abed68f7938dba5a2f599aea29f5d466918c15f2a4c883e3b5aa87_14.jpg,26e7922a7d26d996d1053134b72bc03b80852784a67665801ab371ad3f7aac02b836313cd5abed68f7938dba5a2f599aea29f5d466918c15f2a4c883e3b5aa87,1,"[[(154.0, 550.0), (183.25, 534.57), (242.57, 512.42), (293.31, 490.98), (333.33, 472.4), (332.61, 487.41), (291.88, 542.44), (251.15, 540.29)], [(0.3, 348.77), (86.78, 326.61), (171.82, 307.32), (257.58, 287.31), (311.18, 273.01), (344.05, 267.3), (381.21, 258.01), (381.93, 260.86), (363.34, 267.3), (320.47, 281.59), (263.29, 299.46), (166.0, 330.0), (110.0, 349.0), (37.47, 372.35), (0.0, 383.0)], [(357.0, 405.0), (372.68, 405.88), (386.81, 401.96), (391.91, 398.82), (382.49, 391.36), (377.0, 346.62), (372.29, 343.09), (366.4, 341.91), (360.52, 343.48), (351.1, 344.27), (351.1, 367.42), (353.84, 369.78)], [(429.87, 332.52), (441.32, 332.79), (435.32, 329.25), (434.23, 301.72), (427.69, 300.63), (420.06, 300.63), (420.0, 306.0), (426.87, 307.44)], [(383.0, 367.0), (379.45, 367.68), (380.54, 375.31), (390.35, 376.67), (404.52, 376.4), (414.06, 374.49), (417.61, 373.4), (411.61, 368.22), (405.61, 367.13), (403.16, 328.16), (398.8, 324.89), (391.99, 324.07), (381.9, 327.61)], [(405.89, 356.5), (415.97, 357.32), (424.96, 356.5), (430.42, 355.14), (420.88, 352.14), (418.42, 315.08), (410.52, 314.26), (405.61, 314.26), (400.16, 316.44), (400.71, 325.98), (403.71, 328.43)], [(421.0, 342.0), (432.32, 341.79), (429.05, 336.61), (427.69, 307.72), (420.6, 306.9), (411.88, 307.17), (409.7, 313.17), (418.7, 314.26)], [(322.38, 430.88), (312.88, 434.27), (313.56, 441.73), (332.55, 446.48), (357.64, 446.48), (376.63, 440.38), (377.31, 433.6), (372.56, 426.81), (361.71, 426.81), (353.57, 371.2), (344.76, 365.78), (337.3, 365.78), (327.12, 370.53)], [(435.0, 322.0), (444.32, 323.25), (439.68, 319.16), (439.41, 297.63), (435.05, 296.0), (427.96, 296.0), (425.0, 301.0), (434.5, 301.18)], [(426.86, 292.79), (443.56, 277.95), (447.04, 279.34), (451.45, 294.42), (441.01, 312.74), (440.55, 299.98), (435.44, 296.5), (426.17, 296.27)]]",1
